,pcid,pcidname,cid,cidname,cidtype,comment_num,word_num
0,6,母婴用品,50010218,四轮推车,c3id,1602094,124322
1,6,母婴用品,50006079,滑板车,c3id,1051646,61763
2,6,母婴用品,50006015,吸奶器,c3id,740074,76184
3,6,母婴用品,50006076,自行车,c3id,679908,67834
4,6,母婴用品,50009531,食物研磨器,c3id,672193,76139
5,6,母婴用品,50006077,儿童电动车,c3id,607256,64710
6,6,母婴用品,50008836,电动/遥控机器人,c3id,550539,56888
7,6,母婴用品,50006082,扭扭车,c3id,517622,56402
8,6,母婴用品,50008838,早教机/点读学习,c3id,453749,61303
9,6,母婴用品,50012440,宝宝理发器,c3id,452261,51991
10,6,母婴用品,50013857,推车配件,c3id,420492,61653
11,6,母婴用品,50018415,调奶器,c3id,333550,47103
12,6,母婴用品,50008704,奶瓶消毒器/消毒锅,c3id,189220,36594
13,6,母婴用品,50023759,踏行车/滑行学步车,c3id,146040,35440
14,6,母婴用品,50013697,汽车座椅,c4id,102242,33768
15,6,母婴用品,50014700,电动牙刷,c3id,57186,20187
16,6,母婴用品,121422025,糖果,c3id,35461,16056
17,6,母婴用品,50013200,双胞胎推车,c3id,34673,16581
18,6,母婴用品,50013199,三轮推车,c3id,11255,11184
19,6,母婴用品,121368004,手链,c3id,7198,4870
20,6,母婴用品,50016452,沙发,c3id,5390,5850
21,6,母婴用品,50234004,宝宝料理机/食物搅拌器,c3id,3398,5510
22,6,母婴用品,121454027,果肉条,c3id,0,0
23,6,母婴用品,50006228,护腰枕,c3id,0,0
24,6,母婴用品,50006802,叠叠圈/叠套玩具,c3id,0,0
25,6,母婴用品,50009526,奶粉储存盒/奶粉盒,c3id,0,0
26,6,母婴用品,50009530,吸管,c3id,0,0
27,6,母婴用品,50250001,蹬被/尿湿/防丢提醒器,c3id,0,0
28,6,母婴用品,50228003,奶嘴/安抚奶嘴,c3id,0,0
29,6,母婴用品,50012532,防辐射布料,c3id,0,0
30,6,母婴用品,50005969,安全门卡,c3id,0,0
31,6,母婴用品,50023439,婴儿手抓球,c3id,0,0
32,6,母婴用品,121474018,产妇头巾,c3id,0,0
33,6,母婴用品,121450024,产妇帽,c3id,0,0
34,6,母婴用品,50024769,西服/小西装,c3id,0,0
35,6,母婴用品,121422023,防辐射马甲,c3id,0,0
36,6,母婴用品,50015893,美容胶带,c3id,0,0
37,6,母婴用品,50026453,孕产妇漱口水,c3id,0,0
38,6,母婴用品,50026465,孕产妇益生菌,c3id,0,0
39,6,母婴用品,50252001,床围/床靠,c3id,0,0
40,6,母婴用品,50012419,婴童凉席系列,c3id,0,0
41,6,母婴用品,50023710,滑板/活力板,c3id,0,0
42,6,母婴用品,50024217,几何形状套柱,c3id,0,0
