,pcid,pcidname,cid,cidname,cidtype,comment_num,word_num
0,7,家居建材,50008779,床品套件/四件套/多件套,c2id,10969842,264090
1,7,家居建材,50019997,实木床,c3id,3281886,160271
2,7,家居建材,350615,接线板,c3id,3022234,160882
3,7,家居建材,50020632,布艺沙发,c3id,2006140,117752
4,7,家居建材,50001412,衣帽架,c3id,1868676,130178
5,7,家居建材,50006219,电钻,c3id,1586471,122601
6,7,家居建材,50021466,螺丝批组套,c4id,1293065,97479
7,7,家居建材,50021069,网络摄像机,c4id,1161509,90309
8,7,家居建材,50013568,玻璃胶,c4id,868005,88417
9,7,家居建材,50020633,皮艺沙发,c3id,638562,68015
10,7,家居建材,50013469,五金工具箱,c4id,549559,64806
11,7,家居建材,50021306,电子门锁,c4id,535863,64260
12,7,家居建材,50015458,懒人沙发,c3id,460081,63621
13,7,家居建材,50006188,组合套装,c4id,456207,58615
14,7,家居建材,50021556,家用工具组套,c4id,395930,54428
15,7,家居建材,50020634,实木沙发,c3id,374021,53217
16,7,家居建材,121398012,窗帘轨道,c4id,360029,55046
17,7,家居建材,50015457,沙发床,c3id,307532,53770
18,7,家居建材,50008950,测距仪,c3id,267450,43037
19,7,家居建材,50023320,温湿度计,c3id,235526,40679
20,7,家居建材,50021816,遥控开关,c4id,195022,42737
21,7,家居建材,50013364,电动螺丝批,c3id,130239,31506
22,7,家居建材,50015483,沙发椅,c4id,75776,19589
23,7,家居建材,50015442,沙发,c4id,75481,17378
24,7,家居建材,124470002,智能插座,c3id,61820,22608
25,7,家居建材,50582001,皮布沙发,c3id,58099,21882
26,7,家居建材,50015837,儿童沙发,c3id,55536,17569
27,7,家居建材,50020717,沙发,c3id,47580,11435
28,7,家居建材,121468003,空气净化器,c4id,40456,16286
29,7,家居建材,50020555,气动螺丝刀,c3id,35303,10574
30,7,家居建材,50021462,冲击螺丝批,c4id,33672,11628
31,7,家居建材,50020635,藤/竹沙发,c3id,22134,11791
32,7,家居建材,50021460,绝缘螺丝批,c4id,21626,8134
33,7,家居建材,124482001,智能监控摄像机,c3id,21402,13456
34,7,家居建材,50021813,窗帘电机控制系统,c4id,17165,10585
35,7,家居建材,50021108,红外探测器,c4id,16061,8445
36,7,家居建材,50021461,棘轮螺丝批,c4id,15820,8264
37,7,家居建材,50020636,铁艺沙发,c3id,13854,7737
38,7,家居建材,50021562,通用汽修组套,c4id,10013,6366
39,7,家居建材,50020777,足浴/桑拿沙发,c3id,8814,6731
40,7,家居建材,50020639,充气沙发,c3id,8295,7190
41,7,家居建材,50005519,沙发+茶几,c4id,4814,6359
42,7,家居建材,50020652,螺丝机,c3id,1934,2408
43,7,家居建材,121366017,沙发,c3id,723,2046
44,7,家居建材,123502001,壁挂炉,c4id,711,2194
45,7,家居建材,120826003,O2O专用（天猫专用）,c2id,0,0
46,7,家居建材,120836002,O2O专用（天猫专用）,c2id,0,0
47,7,家居建材,50021081,视频解码器,c3id,0,0
48,7,家居建材,50021719,膨胀螺栓,c4id,0,0
49,7,家居建材,50013456,S钩,c4id,0,0
50,7,家居建材,50019999,布艺床,c3id,0,0
51,7,家居建材,120850004,O2O专用（天猫专用）,c2id,0,0
52,7,家居建材,50021083,视频转换器,c3id,0,0
53,7,家居建材,50021720,膨胀螺丝,c4id,0,0
54,7,家居建材,120858002,O2O专用（天猫专用）,c2id,0,0
55,7,家居建材,50003454,其他贴饰,c3id,0,0
56,7,家居建材,50013459,层板拖,c4id,0,0
57,7,家居建材,50015664,衣柜挂衣秆,c4id,0,0
58,7,家居建材,50003455,电话套,c3id,0,0
59,7,家居建材,121364011,桌旗,c3id,0,0
60,7,家居建材,50003457,开关套,c3id,0,0
61,7,家居建材,50021089,云台,c3id,0,0
62,7,家居建材,50021721,内置式膨胀螺栓,c4id,0,0
63,7,家居建材,50013461,踢脚板,c4id,0,0
64,7,家居建材,50015665,防尘胶条,c4id,0,0
65,7,家居建材,50020814,演讲台,c3id,0,0
66,7,家居建材,121364047,婴童床单,c4id,0,0
67,7,家居建材,50003472,转换插头,c3id,0,0
