,pcid,pcidname,cid,cidname,cidtype,comment_num,word_num
0,8,百货食品,50008056,糖果,c3id,11098042,305400
1,8,百货食品,50006889,保温杯,c3id,10700065,318852
2,8,百货食品,50008612,代用/花草茶,c3id,9283452,330985
3,8,百货食品,50006858,厨房置物架/角架,c4id,7214755,275193
4,8,百货食品,50012475,卫生巾,c3id,6871356,283355
5,8,百货食品,50009859,冲饮麦片,c3id,5689961,288364
6,8,百货食品,50003860,天然粉粉食品,c2id,5435375,274027
7,8,百货食品,50006856,浴室角架/置物架,c3id,3838190,194805
8,8,百货食品,123454001,保健食品,c2id,3504328,148924
9,8,百货食品,50010420,养生茶,c2id,2606860,171449
10,8,百货食品,50008916,矿泉水/纯净水,c3id,1569779,154141
11,8,百货食品,50007215,传统滋补品其他,c3id,1427116,143573
12,8,百货食品,124390001,组合型花茶,c3id,1292200,118479
13,8,百货食品,121454005,剃须刀,c3id,1046811,92111
14,8,百货食品,123040002,毛巾/面巾,c3id,833790,48625
15,8,百货食品,50003760,开瓶器,c3id,410931,64316
16,8,百货食品,50013102,槟榔,c3id,329538,44716
17,8,百货食品,125114017,膳食纤维/果蔬纤维,c4id,315255,62005
18,8,百货食品,50026872,鱼油/深海鱼油,c4id,243025,37669
19,8,百货食品,50024781,保温壶,c3id,111060,24995
20,8,百货食品,50011691,开罐器,c3id,79803,25252
21,8,百货食品,124830004,五谷养生营养品,c3id,10608,9429
22,8,百货食品,124180005,家居智能用品,c2id,1844,3400
23,8,百货食品,124848002,海马,c3id,814,1548
24,8,百货食品,121368016,量秤,c4id,0,0
25,8,百货食品,124576009,芝士新,c4id,0,0
26,8,百货食品,124576010,其它食品添加剂,c4id,0,0
27,8,百货食品,50016429,豆类制品,c3id,0,0
28,8,百货食品,50025938,其他收纳篮,c4id,0,0
29,8,百货食品,50026967,越橘/蓝莓提取物,c4id,0,0
30,8,百货食品,50000346,其它,c2id,0,0
31,8,百货食品,124578005,文化创意杯子,c3id,0,0
32,8,百货食品,124578015,其他,c4id,0,0
33,8,百货食品,50019654,男式情趣内裤,c4id,0,0
34,8,百货食品,50023043,婚庆印章,c3id,0,0
35,8,百货食品,121384007,磨豆机,c3id,0,0
36,8,百货食品,124604001,酥性饼干,c4id,0,0
37,8,百货食品,50012480,手帕纸,c3id,0,0
38,8,百货食品,50026823,乳清蛋白,c4id,0,0
39,8,百货食品,124606001,韧性饼干,c4id,0,0
40,8,百货食品,50017138,果酱,c3id,0,0
41,8,百货食品,50023044,花瓣/仿真花瓣,c3id,0,0
42,8,百货食品,121384026,焗油帽子,c3id,0,0
