,pcid,pcidname,cid,cidname,cidtype,comment_num,word_num
0,5,美妆饰品,121474010,面膜,c3id,71180803,645377
1,5,美妆饰品,50010808,唇膏/口红,c2id,12089395,354714
2,5,美妆饰品,50010815,香水,c2id,11238784,124703
3,5,美妆饰品,50011977,洁面,c2id,10901013,393185
4,5,美妆饰品,50010817,化妆/美容工具,c3id,10041812,361108
5,5,美妆饰品,50011979,面部精华,c2id,9515272,412760
6,5,美妆饰品,50011990,卸妆,c2id,6068006,290647
7,5,美妆饰品,50010796,眼影,c2id,5299574,235209
8,5,美妆饰品,50007078,电子烟/烟油,c3id,2427556,160274
9,5,美妆饰品,50010805,腮红/胭脂,c2id,874680,65481
10,5,美妆饰品,121426033,男士面膜,c3id,472859,55944
11,5,美妆饰品,50011895,眼镜片,c3id,450308,64269
12,5,美妆饰品,50018896,眼镜螺丝刀,c3id,192105,32697
13,5,美妆饰品,50013794,BB霜,c2id,0,0
14,5,美妆饰品,121452013,男士腮红,c3id,0,0
15,5,美妆饰品,124986002,欧美腕表,c2id,0,0
16,5,美妆饰品,50011896,滴眼液、护眼用品,c2id,0,0
17,5,美妆饰品,50011980,乳液/面霜,c2id,0,0
18,5,美妆饰品,50013878,发饰,c2id,0,0
19,5,美妆饰品,121448028,手饰,c3id,0,0
20,5,美妆饰品,121472031,其他,c3id,0,0
21,5,美妆饰品,121480047,手饰,c4id,0,0
22,5,美妆饰品,121388029,假发梳子,c3id,0,0
23,5,美妆饰品,121366014,身体磨砂,c3id,0,0
24,5,美妆饰品,121452026,链条,c3id,0,0
25,5,美妆饰品,50003601,如烟,c3id,0,0
26,5,美妆饰品,50012709,酒具,c2id,0,0
27,5,美妆饰品,50013871,脚链,c2id,0,0
28,5,美妆饰品,121400038,珠宝奇石,c4id,0,0
29,5,美妆饰品,121402033,珠宝奇石,c4id,0,0
30,5,美妆饰品,121402037,珠宝半成品,c4id,0,0
31,5,美妆饰品,121414046,颈饰,c4id,0,0
32,5,美妆饰品,121422057,笔搁,c4id,0,0
33,5,美妆饰品,121454019,喷瓶,c4id,0,0
34,5,美妆饰品,121366047,颈饰,c4id,0,0
35,5,美妆饰品,121456041,颈饰,c4id,0,0
36,5,美妆饰品,121388035,投资贵金属,c3id,0,0
37,5,美妆饰品,121458012,颈膜,c3id,0,0
38,5,美妆饰品,50011997,面部磨砂/去角质,c2id,0,0
39,5,美妆饰品,50011898,老花镜,c3id,0,0
40,5,美妆饰品,121390021,发饰,c4id,0,0
41,5,美妆饰品,124688012,瑞士腕表,c2id,0,0
42,5,美妆饰品,121448027,首饰袋,c3id,0,0
43,5,美妆饰品,121476007,唇部磨砂,c3id,0,0
44,5,美妆饰品,121476036,颈饰,c3id,0,0
45,5,美妆饰品,121418031,耳饰,c3id,0,0
46,5,美妆饰品,121386023,假睫毛,c2id,0,0
47,5,美妆饰品,50010368,太阳眼镜,c2id,0,0
